"departurePoint","departureDate","totalCapacity","availableSeats","status","basePrice","trafficJam","weather","weatherSource","weatherTemperature","weatherWindSpeed","weatherPrecipitation","trajetId","actualDelayMinutes"
"Kasserine","2023-10-20T01:00:00","46","42","COMPLETED","60.39","false","SUNNY","AUTO","33.9","24.9","0.2","50","11"
"Medenine","2023-02-21T11:30:00","28","0","COMPLETED","50.92","false","SUNNY","AUTO","28.2","12.0","0.7","61","11"
"Sidi Bouzid","2024-11-29T10:45:00","46","42","COMPLETED","60.33","false","SUNNY","AUTO","22.5","9.1","0.8","59","4"
"Gabes","2024-11-11T03:30:00","8","1","COMPLETED","70.81","true","SUNNY","AUTO","28.7","5.2","0.9","58","53"
"Kebili","2024-07-05T11:45:00","28","6","COMPLETED","63.49","true","SUNNY","AUTO","31.3","21.0","0.1","70","30"
"Ariana","2022-09-21T04:15:00","44","37","COMPLETED","32.72","false","RAIN","AUTO","13.0","52.4","5.5","3","10"
"Gabes","2024-04-21T16:15:00","42","14","COMPLETED","7.6","false","SUNNY","AUTO","29.2","15.5","0.5","64","13"
"Monastir","2023-11-02T00:30:00","16","2","COMPLETED","66.89","false","SUNNY","AUTO","37.9","16.3","0.9","5","6"
"Tunis","2023-10-28T12:15:00","47","43","COMPLETED","13.26","true","RAIN","AUTO","16.9","26.1","6.6","71","44"
"Jendouba","2024-09-24T15:00:00","8","6","COMPLETED","59.14","false","RAIN","AUTO","18.2","44.4","24.1","61","11"
"Siliana","2022-07-14T02:00:00","27","8","COMPLETED","75.59","false","SUNNY","AUTO","30.6","12.8","0.3","43","17"
"Kairouan","2023-10-02T17:45:00","56","40","COMPLETED","51.16","true","SUNNY","AUTO","30.0","10.8","0.3","57","27"
"Beja","2024-10-13T07:00:00","51","5","COMPLETED","30.82","false","SANDSTORM","AUTO","36.2","50.7","0.0","52","40"
"Jendouba","2022-11-25T10:00:00","34","23","COMPLETED","63.53","false","SUNNY","AUTO","36.6","21.9","0.5","70","13"
"Medenine","2025-03-27T15:15:00","12","4","COMPLETED","8.17","false","RAIN","AUTO","21.1","24.9","26.6","5","6"
"Tunis","2025-02-08T02:30:00","24","21","COMPLETED","38.93","true","SUNNY","AUTO","33.0","18.8","0.4","69","33"
"Tunis","2024-02-26T22:45:00","11","4","COMPLETED","22.74","false","SANDSTORM","AUTO","31.1","81.0","0.0","71","69"
"Kairouan","2025-03-11T10:00:00","9","6","COMPLETED","8.49","false","SANDSTORM","AUTO","41.9","79.0","0.0","56","33"
"Gafsa","2023-05-20T04:45:00","11","9","COMPLETED","74.97","false","STORM","AUTO","17.7","111.9","70.6","2","63"
"Bizerte","2025-02-28T03:15:00","8","6","COMPLETED","56.76","true","RAIN","AUTO","11.4","46.3","10.9","72","52"
"Medenine","2023-01-11T21:15:00","31","16","COMPLETED","65.11","false","RAIN","AUTO","16.5","26.0","11.1","54","16"
"Tataouine","2024-09-01T10:45:00","32","18","COMPLETED","29.78","false","SUNNY","AUTO","26.9","17.6","0.0","7","3"
"El Kef","2022-09-28T04:30:00","31","27","COMPLETED","29.13","true","RAIN","AUTO","15.2","48.4","9.0","7","51"
"Medenine","2024-06-16T02:00:00","14","4","COMPLETED","55.12","false","SUNNY","AUTO","28.3","19.5","0.5","70","13"
"Zaghouan","2024-08-21T09:45:00","47","28","COMPLETED","63.27","true","SANDSTORM","AUTO","36.1","51.1","0.0","65","38"
"Mahdia","2023-11-23T08:15:00","10","0","COMPLETED","22.58","true","SUNNY","AUTO","32.4","13.9","0.5","64","29"
"Zaghouan","2025-01-20T07:00:00","52","52","COMPLETED","52.65","false","SUNNY","AUTO","23.7","7.0","0.2","67","0"
"Jendouba","2024-03-25T10:45:00","25","7","COMPLETED","9.11","false","SUNNY","AUTO","22.0","13.1","0.6","69","16"
"Zarzis","2024-05-03T07:45:00","59","8","COMPLETED","69.05","false","SUNNY","AUTO","36.3","6.5","0.7","66","15"
"Zarzis","2023-05-31T14:45:00","40","13","COMPLETED","77.95","true","SUNNY","AUTO","29.3","13.5","0.6","66","43"
"Zarzis","2023-11-11T17:00:00","56","33","COMPLETED","18.68","false","SUNNY","AUTO","34.2","5.1","0.8","63","16"
"Zaghouan","2022-11-15T01:00:00","19","9","COMPLETED","52.83","false","SUNNY","AUTO","32.7","6.9","0.5","67","16"
"Beja","2023-08-29T16:30:00","39","3","COMPLETED","14.9","false","SUNNY","AUTO","37.0","7.3","0.5","54","5"
"Hammamet","2025-01-09T18:30:00","30","30","COMPLETED","74.25","false","RAIN","AUTO","16.1","40.6","16.3","7","17"
"Hammamet","2023-04-15T23:45:00","45","42","COMPLETED","39.74","false","SUNNY","AUTO","23.6","12.9","0.3","66","12"
"Beja","2023-11-03T19:00:00","26","18","COMPLETED","35.61","false","SUNNY","AUTO","32.4","14.9","0.5","2","17"
"Bizerte","2024-07-05T07:30:00","19","4","COMPLETED","60.21","false","RAIN","AUTO","19.6","49.1","10.7","2","9"
"Hammamet","2022-08-11T17:45:00","40","14","COMPLETED","18.69","true","SUNNY","AUTO","23.4","8.7","0.8","63","23"
"Zarzis","2022-10-17T06:15:00","54","23","COMPLETED","71.57","true","RAIN","AUTO","10.8","44.7","9.4","71","50"
"Ariana","2023-07-16T23:15:00","25","20","COMPLETED","41.93","true","SUNNY","AUTO","28.3","6.2","1.0","56","29"
"Tunis","2025-03-16T19:15:00","23","6","COMPLETED","78.62","false","SUNNY","AUTO","34.3","19.8","0.7","72","19"
"Kebili","2024-01-22T09:00:00","49","25","COMPLETED","40.16","false","SUNNY","AUTO","35.6","21.4","0.7","5","8"
"Beja","2024-08-06T19:45:00","24","0","COMPLETED","14.79","true","SANDSTORM","AUTO","40.4","48.7","0.0","52","89"
"Sidi Bouzid","2024-01-20T18:15:00","26","2","COMPLETED","31.61","false","SUNNY","AUTO","26.6","13.3","0.9","66","7"
"Kairouan","2025-03-15T17:30:00","53","46","COMPLETED","35.66","false","SUNNY","AUTO","28.6","18.5","0.4","65","0"
"Sidi Bouzid","2024-10-10T20:30:00","26","4","COMPLETED","57.83","true","SUNNY","AUTO","22.3","16.3","0.8","56","42"
"Sousse","2024-11-05T15:15:00","23","21","COMPLETED","32.28","true","SUNNY","AUTO","25.2","11.0","0.4","55","31"
"Mahdia","2024-06-02T21:00:00","50","27","COMPLETED","73.95","false","SUNNY","AUTO","31.6","11.7","0.9","66","0"
"Ariana","2023-08-06T10:15:00","49","34","COMPLETED","62.04","false","STORM","AUTO","9.3","117.1","51.1","54","39"
"Zarzis","2022-09-25T23:15:00","59","39","COMPLETED","14.92","false","RAIN","AUTO","15.3","25.4","9.9","7","26"
"Mahdia","2023-06-28T20:00:00","11","7","COMPLETED","44.55","false","SUNNY","AUTO","23.8","23.6","0.4","50","9"
"Sidi Bouzid","2023-03-02T22:30:00","13","3","COMPLETED","76.77","true","STORM","AUTO","15.1","71.9","76.3","66","78"
"Nabeul","2022-07-24T10:00:00","15","5","COMPLETED","10.54","true","SUNNY","AUTO","27.0","12.8","0.9","62","42"
"Zaghouan","2023-01-01T05:30:00","32","24","COMPLETED","64.25","false","SUNNY","AUTO","27.5","12.6","0.2","5","15"
"Nabeul","2025-02-10T07:45:00","23","14","COMPLETED","70.28","false","RAIN","AUTO","12.9","40.2","5.0","61","12"
"Tunis","2023-11-28T06:30:00","26","26","COMPLETED","61.07","true","RAIN","AUTO","13.9","47.4","16.0","54","56"
"Sidi Bouzid","2022-11-29T15:45:00","15","6","COMPLETED","40.77","true","SUNNY","AUTO","32.6","15.4","0.2","66","37"
"Jendouba","2023-06-13T00:45:00","38","22","COMPLETED","16.09","false","SUNNY","AUTO","22.8","7.5","0.9","62","10"
"Monastir","2023-08-08T06:30:00","24","10","COMPLETED","37.06","true","RAIN","AUTO","21.6","43.7","15.4","49","69"
"Zarzis","2023-02-11T08:45:00","15","4","COMPLETED","64.91","true","SUNNY","AUTO","28.4","22.7","1.0","60","37"
"Monastir","2024-02-18T04:00:00","17","12","COMPLETED","53.86","false","SUNNY","AUTO","23.8","22.1","0.2","72","6"
"Beja","2025-01-25T14:00:00","45","27","COMPLETED","14.05","false","SUNNY","AUTO","33.5","5.9","0.4","52","10"
"Ariana","2023-05-30T21:15:00","39","1","COMPLETED","28.15","false","SUNNY","AUTO","26.8","19.9","0.7","54","13"
"Medenine","2023-11-24T12:30:00","21","1","COMPLETED","29.45","true","RAIN","AUTO","17.0","47.0","7.6","54","65"
"Kasserine","2024-04-14T03:00:00","53","43","COMPLETED","39.17","false","RAIN","AUTO","15.8","20.3","27.0","56","21"
"Kebili","2024-10-04T07:15:00","20","11","COMPLETED","61.91","true","RAIN","AUTO","16.7","34.5","13.7","51","70"
"Siliana","2023-06-26T03:15:00","25","22","COMPLETED","7.95","false","SANDSTORM","AUTO","31.7","70.0","0.0","63","63"
"Kebili","2023-08-01T02:00:00","16","8","COMPLETED","8.77","false","SUNNY","AUTO","31.7","21.0","0.1","65","2"
"Zarzis","2024-11-30T18:30:00","9","3","COMPLETED","69.55","false","STORM","AUTO","13.8","75.1","70.8","43","54"
"El Kef","2023-04-06T11:15:00","40","25","COMPLETED","6.07","false","SUNNY","AUTO","30.3","20.8","0.7","60","12"
"Beja","2024-01-06T09:45:00","17","16","COMPLETED","57.56","false","SUNNY","AUTO","35.8","17.4","0.3","61","5"
"Kasserine","2023-06-03T19:15:00","50","34","COMPLETED","23.14","false","SUNNY","AUTO","34.2","24.7","0.9","5","5"
"Medenine","2023-04-16T09:00:00","54","7","COMPLETED","24.96","false","SANDSTORM","AUTO","39.5","76.7","0.0","49","37"
"Gafsa","2023-11-26T10:30:00","11","8","COMPLETED","50.65","false","SUNNY","AUTO","33.6","5.0","0.3","67","1"
"Zaghouan","2023-03-20T09:45:00","50","3","COMPLETED","62.07","false","SUNNY","AUTO","25.5","8.0","0.1","53","8"
"Zaghouan","2024-12-07T17:15:00","46","1","COMPLETED","37.88","false","SUNNY","AUTO","23.7","9.1","0.5","58","5"
"Gafsa","2022-10-24T12:45:00","48","31","COMPLETED","31.75","true","SUNNY","AUTO","34.9","14.7","0.6","60","32"
"Hammamet","2025-02-28T21:00:00","38","38","COMPLETED","77.56","false","SUNNY","AUTO","23.0","23.0","0.8","64","4"
"Bizerte","2024-08-08T04:30:00","39","38","COMPLETED","41.76","true","SUNNY","AUTO","34.0","9.5","0.7","54","42"
"Jendouba","2023-04-12T11:15:00","59","23","COMPLETED","49.21","true","RAIN","AUTO","15.2","51.5","27.0","43","73"
"Sfax","2023-03-16T05:45:00","42","0","COMPLETED","17.07","false","RAIN","AUTO","18.3","36.6","20.4","61","17"
"Gafsa","2022-08-10T18:45:00","57","21","COMPLETED","13.9","true","SUNNY","AUTO","22.6","21.0","0.8","43","19"
"Tunis","2024-10-10T07:30:00","59","1","COMPLETED","11.16","true","RAIN","AUTO","14.1","34.9","20.2","59","31"
"Tataouine","2024-02-19T21:30:00","31","18","COMPLETED","74.88","false","STORM","AUTO","10.4","112.9","39.3","71","55"
"Gabes","2022-12-07T08:30:00","27","1","COMPLETED","58.08","true","SUNNY","AUTO","23.4","23.6","0.5","55","38"
"Sfax","2023-05-09T18:45:00","20","2","COMPLETED","27.57","false","SUNNY","AUTO","37.5","12.8","0.8","7","7"
"Medenine","2022-11-03T18:45:00","38","13","COMPLETED","71.11","false","SUNNY","AUTO","36.1","10.3","0.1","63","19"
"Kairouan","2022-08-06T06:30:00","16","4","COMPLETED","50.5","false","SUNNY","AUTO","28.7","19.0","0.5","54","9"
"Sousse","2023-07-03T09:15:00","32","6","COMPLETED","59.85","false","SUNNY","AUTO","27.5","18.3","0.9","61","20"
"El Kef","2024-12-23T13:45:00","45","13","COMPLETED","76.97","true","SANDSTORM","AUTO","39.8","60.3","0.0","57","63"
"Sfax","2023-09-28T01:15:00","52","40","COMPLETED","62.85","false","SUNNY","AUTO","29.3","9.0","0.3","56","12"
"Sfax","2023-12-31T12:30:00","40","1","COMPLETED","26.17","true","SANDSTORM","AUTO","35.4","48.9","0.0","63","63"
"Ariana","2022-10-30T22:30:00","20","20","COMPLETED","15.41","true","SUNNY","AUTO","22.2","10.0","0.5","5","25"
"Kebili","2024-11-14T10:45:00","52","7","COMPLETED","21.49","false","SUNNY","AUTO","33.4","21.5","0.4","53","20"
"Tunis","2024-10-16T20:45:00","26","22","COMPLETED","8.79","false","SUNNY","AUTO","29.2","19.6","0.6","61","13"
"Tunis","2023-05-26T02:15:00","37","27","COMPLETED","16.27","false","SANDSTORM","AUTO","28.7","43.6","0.0","67","21"
"Sfax","2024-03-23T05:00:00","53","45","COMPLETED","74.59","false","SUNNY","AUTO","23.9","22.2","0.1","62","2"
"Siliana","2023-11-25T04:00:00","38","20","COMPLETED","69.92","false","RAIN","AUTO","10.2","29.6","7.6","72","20"
"Sidi Bouzid","2023-10-31T20:15:00","17","3","COMPLETED","23.76","false","RAIN","AUTO","11.9","46.1","18.7","69","26"
"Sidi Bouzid","2024-06-14T11:30:00","44","21","COMPLETED","27.53","false","RAIN","AUTO","15.5","46.4","25.9","60","7"
"Sousse","2023-12-28T12:00:00","9","9","COMPLETED","44.83","false","SUNNY","AUTO","23.3","5.9","0.6","54","14"
"Beja","2023-12-13T22:45:00","23","1","COMPLETED","26.11","false","RAIN","AUTO","15.6","54.9","9.6","67","18"
"Nabeul","2024-02-22T20:45:00","52","1","COMPLETED","76.71","true","RAIN","AUTO","12.0","44.0","10.6","43","55"
"Kebili","2024-06-29T14:30:00","22","13","COMPLETED","78.89","true","RAIN","AUTO","14.5","47.7","6.7","63","40"
"Tataouine","2024-09-28T00:30:00","52","19","COMPLETED","23.84","false","SUNNY","AUTO","24.7","22.1","0.1","68","10"
"Kairouan","2022-06-28T15:15:00","18","0","COMPLETED","59.63","false","SUNNY","AUTO","32.2","20.2","0.2","56","20"
"Jendouba","2024-08-07T02:45:00","33","24","COMPLETED","32.81","false","SUNNY","AUTO","35.0","12.2","0.3","51","16"
"Mahdia","2024-09-14T13:30:00","44","8","COMPLETED","67.64","true","RAIN","AUTO","13.8","28.6","24.5","57","48"
"Beja","2024-03-16T11:15:00","48","41","COMPLETED","15.58","true","SUNNY","AUTO","29.9","7.1","0.0","60","44"
"Siliana","2023-06-29T09:45:00","12","4","COMPLETED","32.73","false","RAIN","AUTO","15.1","29.0","22.0","7","20"
"Jendouba","2025-03-29T17:45:00","15","6","COMPLETED","7.0","true","STORM","AUTO","12.5","117.9","52.9","54","84"
"El Kef","2022-08-20T03:45:00","17","9","COMPLETED","65.11","true","SUNNY","AUTO","33.1","22.2","1.0","56","25"
"Monastir","2024-11-22T13:30:00","38","21","COMPLETED","38.06","false","SUNNY","AUTO","24.6","17.8","0.1","54","10"
"Medenine","2023-05-28T00:00:00","52","5","COMPLETED","33.85","false","SANDSTORM","AUTO","36.0","49.0","0.0","56","39"
"Tunis","2022-07-31T07:30:00","44","15","COMPLETED","14.5","false","RAIN","AUTO","11.6","21.1","21.1","66","27"
"Kebili","2022-10-17T18:30:00","42","14","COMPLETED","42.71","false","SUNNY","AUTO","28.1","7.7","0.9","5","10"
"Kairouan","2024-02-22T02:00:00","26","21","COMPLETED","21.21","false","SUNNY","AUTO","28.0","11.4","0.6","52","13"
"Bizerte","2024-03-03T17:15:00","39","39","COMPLETED","63.24","true","SUNNY","AUTO","36.4","13.5","0.6","53","33"
"Jendouba","2022-08-19T13:00:00","23","1","COMPLETED","68.5","false","RAIN","AUTO","15.9","21.8","7.0","2","33"
"Medenine","2025-02-22T18:30:00","8","4","COMPLETED","39.78","true","STORM","AUTO","12.0","66.8","78.7","50","67"
"Tataouine","2024-11-02T07:45:00","54","25","COMPLETED","45.32","false","RAIN","AUTO","21.1","40.4","20.8","2","26"
"Bizerte","2022-09-02T15:00:00","35","12","COMPLETED","43.75","false","SUNNY","AUTO","24.3","19.5","0.3","54","4"
"Kebili","2024-02-10T06:30:00","21","13","COMPLETED","76.83","false","RAIN","AUTO","10.4","52.4","24.4","71","36"
"Siliana","2022-07-02T10:15:00","10","7","COMPLETED","36.97","false","SUNNY","AUTO","36.2","18.3","0.9","3","12"
"Sfax","2023-05-27T11:15:00","38","36","COMPLETED","48.91","false","RAIN","AUTO","15.1","30.3","13.4","68","7"
"Sidi Bouzid","2023-01-16T02:30:00","15","11","COMPLETED","22.78","true","RAIN","AUTO","10.6","48.9","13.7","52","56"
"Beja","2024-03-07T01:30:00","29","27","COMPLETED","72.98","false","SUNNY","AUTO","25.2","7.3","0.7","7","14"
"Tunis","2022-07-22T17:00:00","40","34","COMPLETED","49.85","false","SUNNY","AUTO","32.5","15.1","1.0","2","20"
"Zarzis","2022-11-05T21:45:00","55","11","COMPLETED","59.61","false","SANDSTORM","AUTO","34.9","42.3","0.0","54","62"
"Zaghouan","2025-03-25T23:00:00","41","40","COMPLETED","45.17","false","SUNNY","AUTO","26.8","19.5","0.9","12","15"
"Kebili","2024-09-29T21:45:00","27","19","COMPLETED","39.41","false","RAIN","AUTO","10.1","44.7","28.2","71","27"
"Siliana","2024-08-22T19:15:00","35","21","COMPLETED","33.06","true","SUNNY","AUTO","30.3","5.3","0.8","67","31"
"Medenine","2022-08-30T07:45:00","37","33","COMPLETED","30.23","true","SANDSTORM","AUTO","33.4","59.2","0.0","63","64"
"Monastir","2023-09-27T17:00:00","37","8","COMPLETED","29.88","true","SUNNY","AUTO","34.4","11.2","0.9","56","23"
"Siliana","2024-05-10T06:45:00","35","1","COMPLETED","63.15","false","RAIN","AUTO","16.9","32.9","7.0","67","29"
"Siliana","2025-01-16T15:15:00","51","35","COMPLETED","51.73","true","SUNNY","AUTO","35.2","8.8","0.4","63","49"
"Siliana","2022-12-05T00:45:00","25","17","COMPLETED","76.85","true","SUNNY","AUTO","26.7","18.1","0.7","71","53"
"Kebili","2024-08-31T22:30:00","12","12","COMPLETED","31.4","false","RAIN","AUTO","17.0","41.2","6.2","52","5"
"Bizerte","2024-05-30T20:15:00","24","14","COMPLETED","21.34","false","SANDSTORM","AUTO","32.4","76.2","0.0","5","21"
"Kairouan","2024-08-06T16:30:00","28","8","COMPLETED","56.45","true","SUNNY","AUTO","23.8","13.2","0.2","55","58"
"Siliana","2023-05-14T17:30:00","49","0","COMPLETED","7.58","false","SUNNY","AUTO","28.1","19.1","0.7","59","15"
"Sousse","2023-09-11T23:45:00","57","18","COMPLETED","51.6","true","SUNNY","AUTO","29.8","18.3","0.1","12","34"
"Tataouine","2022-08-05T07:15:00","40","11","COMPLETED","31.58","false","SUNNY","AUTO","33.2","8.7","0.1","12","7"
"Sidi Bouzid","2022-06-23T08:30:00","45","38","COMPLETED","20.77","false","SANDSTORM","AUTO","32.5","43.1","0.0","50","61"
"Kairouan","2024-07-13T17:15:00","15","13","COMPLETED","66.87","true","STORM","AUTO","14.4","110.4","38.3","2","63"
"Gabes","2024-07-08T12:45:00","15","1","COMPLETED","38.55","false","SANDSTORM","AUTO","33.1","77.4","0.0","56","60"
"Beja","2024-08-21T03:45:00","50","17","COMPLETED","27.48","false","STORM","AUTO","15.1","118.6","35.7","68","33"
"Ariana","2024-12-04T11:00:00","54","18","COMPLETED","6.86","true","SUNNY","AUTO","33.6","15.8","0.8","57","40"
"Bizerte","2024-07-21T05:00:00","54","52","COMPLETED","37.94","true","SANDSTORM","AUTO","39.5","78.1","0.0","57","98"
"Medenine","2025-01-29T07:45:00","44","27","COMPLETED","62.62","true","SUNNY","AUTO","36.0","16.4","0.8","68","44"
"Djerba","2023-03-29T23:15:00","34","17","COMPLETED","23.54","false","STORM","AUTO","14.0","94.8","62.0","51","85"
"Sousse","2024-11-02T18:15:00","56","8","COMPLETED","20.63","true","RAIN","AUTO","18.8","47.1","27.3","69","44"
"Tozeur","2023-12-30T18:15:00","28","16","COMPLETED","14.96","true","SUNNY","AUTO","28.8","13.2","0.3","69","48"
"Sousse","2024-08-23T09:15:00","58","16","COMPLETED","14.28","false","SUNNY","AUTO","34.0","19.4","0.5","55","12"
"Tozeur","2024-05-25T10:15:00","23","22","COMPLETED","19.7","false","SANDSTORM","AUTO","31.2","57.2","0.0","70","27"
"Mahdia","2022-11-25T04:30:00","48","26","COMPLETED","16.88","false","SUNNY","AUTO","34.9","16.7","0.6","49","1"
"Monastir","2024-07-10T04:30:00","14","6","COMPLETED","9.38","false","SUNNY","AUTO","34.9","9.0","0.8","72","1"
"Mahdia","2022-08-04T08:45:00","42","42","COMPLETED","71.03","false","SANDSTORM","AUTO","30.9","76.5","0.0","7","34"
"Mahdia","2023-11-02T15:30:00","50","45","COMPLETED","34.41","false","RAIN","AUTO","21.4","48.9","16.2","53","18"
"Sousse","2022-06-10T05:00:00","30","15","COMPLETED","10.06","false","SUNNY","AUTO","32.1","5.4","0.0","5","13"
"Ariana","2024-02-09T12:15:00","21","13","COMPLETED","13.07","true","STORM","AUTO","9.6","97.1","42.5","65","56"
"Gafsa","2023-02-13T20:00:00","34","34","COMPLETED","51.33","true","SUNNY","AUTO","37.6","10.5","0.4","62","35"
"Kebili","2022-06-17T16:30:00","55","13","COMPLETED","33.54","true","SANDSTORM","AUTO","33.0","62.5","0.0","57","80"
"Beja","2022-06-17T07:00:00","18","8","COMPLETED","9.21","false","RAIN","AUTO","13.1","42.8","13.7","3","11"
"Hammamet","2024-12-05T07:15:00","46","40","COMPLETED","71.77","false","SUNNY","AUTO","23.0","11.1","0.7","59","13"
"Monastir","2025-03-30T16:00:00","35","10","COMPLETED","71.4","true","SUNNY","AUTO","32.7","19.5","0.5","12","38"
"Tozeur","2023-06-11T02:45:00","18","10","COMPLETED","57.6","true","SUNNY","AUTO","22.3","13.2","0.2","70","38"
"Tataouine","2024-09-25T06:00:00","50","13","COMPLETED","34.61","false","SUNNY","AUTO","36.4","7.9","0.6","66","2"
"Siliana","2023-04-11T13:45:00","15","3","COMPLETED","13.5","false","SUNNY","AUTO","32.9","20.2","0.9","62","1"
"Sfax","2022-07-16T22:00:00","22","0","COMPLETED","72.12","false","RAIN","AUTO","13.3","41.6","20.5","62","14"
"Kasserine","2023-06-19T18:00:00","38","17","COMPLETED","7.89","false","SUNNY","AUTO","27.1","21.4","0.7","53","13"
"Zaghouan","2023-11-16T01:30:00","40","31","COMPLETED","69.73","true","STORM","AUTO","17.8","114.8","37.2","50","61"
"Sfax","2024-08-06T01:30:00","60","13","COMPLETED","39.2","false","SUNNY","AUTO","28.9","5.8","0.1","70","10"
"Hammamet","2024-01-16T23:30:00","29","20","COMPLETED","35.19","true","RAIN","AUTO","11.9","38.1","23.4","2","45"
"Djerba","2024-01-28T10:45:00","32","2","COMPLETED","34.45","false","SUNNY","AUTO","25.4","5.7","0.9","68","5"
"Djerba","2025-01-29T08:15:00","24","6","COMPLETED","22.55","false","SUNNY","AUTO","33.3","21.0","0.9","53","20"
"Kasserine","2023-08-23T03:30:00","56","20","COMPLETED","77.53","false","SUNNY","AUTO","34.5","20.4","0.4","60","5"
"Gabes","2024-01-14T22:45:00","43","5","COMPLETED","8.85","false","SUNNY","AUTO","24.6","16.5","0.1","65","13"
"Sousse","2022-06-24T22:45:00","10","6","COMPLETED","71.15","true","RAIN","AUTO","21.2","37.6","9.3","72","76"
"Mahdia","2024-03-05T15:30:00","37","30","COMPLETED","15.31","false","SUNNY","AUTO","22.6","16.4","0.7","57","9"
"Sidi Bouzid","2024-10-26T23:45:00","37","31","COMPLETED","27.58","true","RAIN","AUTO","18.4","55.0","12.0","62","60"
"Kebili","2022-06-03T03:15:00","34","29","COMPLETED","52.95","false","SUNNY","AUTO","24.4","14.8","0.9","7","2"
"Djerba","2023-03-10T06:00:00","21","17","COMPLETED","27.32","false","SANDSTORM","AUTO","30.1","68.8","0.0","7","25"
"Beja","2025-01-31T04:00:00","10","2","COMPLETED","74.4","true","SUNNY","AUTO","33.0","23.6","0.9","52","47"
"Jendouba","2022-09-13T06:30:00","57","19","COMPLETED","23.41","false","RAIN","AUTO","11.0","44.2","22.5","2","31"
"Sfax","2023-07-11T23:45:00","55","43","COMPLETED","26.53","false","SANDSTORM","AUTO","28.1","75.7","0.0","59","46"
"Gabes","2023-01-03T22:00:00","13","0","COMPLETED","31.15","true","RAIN","AUTO","12.9","34.1","7.7","59","31"
"Tataouine","2024-11-02T22:00:00","36","25","COMPLETED","36.54","true","SUNNY","AUTO","26.8","10.9","0.8","12","56"
"Medenine","2024-04-06T06:30:00","59","51","COMPLETED","54.0","false","RAIN","AUTO","12.3","46.5","16.6","54","12"
"Siliana","2022-11-20T02:30:00","28","1","COMPLETED","64.34","true","SANDSTORM","AUTO","32.1","69.5","0.0","12","75"
"Sousse","2022-11-10T20:00:00","31","9","COMPLETED","29.46","true","SUNNY","AUTO","27.3","13.1","0.7","58","48"
"Sousse","2024-12-04T08:30:00","54","29","COMPLETED","73.1","false","SUNNY","AUTO","37.9","15.6","0.2","3","18"
"Jendouba","2024-01-05T16:15:00","46","18","COMPLETED","27.9","false","RAIN","AUTO","18.6","20.3","23.5","63","24"
"Tataouine","2024-03-16T08:45:00","48","12","COMPLETED","36.82","false","SUNNY","AUTO","28.7","12.7","0.4","49","20"
"Kebili","2025-01-17T22:15:00","33","11","COMPLETED","42.03","false","SANDSTORM","AUTO","34.6","63.6","0.0","51","61"
"Kairouan","2022-08-07T14:45:00","35","33","COMPLETED","57.34","true","SUNNY","AUTO","27.7","14.7","0.3","52","24"
"Mahdia","2022-11-19T23:30:00","11","5","COMPLETED","74.16","false","SUNNY","AUTO","30.4","19.7","0.3","61","5"
"Zaghouan","2022-08-02T06:30:00","13","7","COMPLETED","62.15","false","SUNNY","AUTO","22.1","7.4","0.9","52","18"
"Siliana","2024-04-06T05:15:00","15","6","COMPLETED","13.43","false","RAIN","AUTO","11.4","51.8","22.8","66","5"
"Kebili","2024-01-09T10:45:00","22","2","COMPLETED","72.21","false","SUNNY","AUTO","30.0","15.3","0.4","5","2"
"Zaghouan","2022-09-03T21:30:00","16","2","COMPLETED","24.44","false","STORM","AUTO","15.6","69.9","71.0","64","63"
"Ariana","2024-09-16T01:45:00","52","11","COMPLETED","52.86","true","RAIN","AUTO","19.5","39.4","24.2","71","67"
"Gabes","2023-06-13T02:15:00","45","40","COMPLETED","38.71","true","SUNNY","AUTO","24.2","9.1","0.7","43","61"
"Mahdia","2023-09-18T19:45:00","38","38","COMPLETED","51.66","false","RAIN","AUTO","12.3","43.8","22.7","49","5"
"Tataouine","2023-05-19T00:45:00","43","24","COMPLETED","71.07","true","SUNNY","AUTO","25.0","5.1","0.6","7","38"
"Kebili","2024-04-08T11:30:00","28","13","COMPLETED","37.49","true","RAIN","AUTO","18.9","22.8","17.2","54","50"
"Monastir","2023-02-21T00:45:00","20","3","COMPLETED","13.46","true","SUNNY","AUTO","34.4","5.1","0.5","12","33"
"Mahdia","2023-09-11T02:45:00","10","5","COMPLETED","33.57","false","SUNNY","AUTO","30.9","12.2","0.2","64","19"
"Zarzis","2024-06-29T15:45:00","10","9","COMPLETED","75.32","false","SUNNY","AUTO","26.6","20.7","0.8","61","16"
"Kebili","2024-07-06T13:15:00","43","33","COMPLETED","22.45","false","RAIN","AUTO","14.3","31.4","17.7","2","35"
"Ariana","2024-01-13T22:15:00","9","5","COMPLETED","25.04","false","SUNNY","AUTO","28.6","19.2","0.2","56","6"
"Ariana","2024-02-15T23:00:00","38","19","COMPLETED","50.57","false","SANDSTORM","AUTO","36.6","50.6","0.0","59","24"
"Tataouine","2024-08-19T17:15:00","36","26","COMPLETED","7.37","false","SUNNY","AUTO","26.0","21.9","0.7","50","16"
"Sidi Bouzid","2022-06-20T12:15:00","49","8","COMPLETED","11.19","false","SUNNY","AUTO","24.1","20.0","0.9","62","1"
"Sidi Bouzid","2023-10-12T07:00:00","32","10","COMPLETED","73.4","true","SUNNY","AUTO","32.9","22.3","0.3","59","31"
